Time (s),Reconfigurable Path,Generic Path
258,54915.266495292955,398.71412652704925
259,51337.60734916535,331.91062725787447
260,37495.76245851418,208.77189961719284
261,31566.03719724969,181.73614694085728
262,26772.81505761451,312.49799244089576
263,26558.538678384128,413.5779658751171
264,22324.577255128057,396.4492080245771
265,33313.86008538,409.6552978996696
266,35701.756590295816,354.7341542621637
267,64923.05547929753,301.38884535903156
268,38958.89994052537,524.0051153626482
269,37074.99822061414,507.80786962220986
270,38703.91805254721,616.5855922037307
271,39194.27907100655,608.9450597559363
272,31794.342179687374,382.69752700874994
273,48471.69708727031,437.92636700055874
274,40787.05285673976,319.94357476347153
275,55653.36096241741,319.06815470561884
276,54497.957669052084,197.18717834562793
277,64669.23473044882,254.10803501579056
278,79906.52822890726,233.6325209476862
279,96733.27154040853,312.44630069640885
280,132113.23250192462,398.99921435153476
281,91569.68690232522,471.5853192245727
282,117657.48855844156,645.6682608674041
283,74263.76284819882,1038.109549598441
284,68471.26874970744,1447.5235748784075
285,63190.50532672428,1007.3438805155846
286,81186.02403379041,1004.7420707269794
287,96545.655759384,1213.3695659384468
288,79776.17578177611,1435.6898373213437
289,94354.08108783144,1239.888442512891
290,108805.16902649975,764.3609373184149
291,88730.93173328371,555.5572509617077
292,74939.41133525592,459.9436354566105
293,89790.7403019564,321.74709638845206
294,51545.035767427515,365.3846328849549
295,33666.432184363046,314.5847869070931
296,33457.707106836926,321.3831780052735
297,53469.48987619016,351.42710335465085
298,56751.80698095934,436.65316717386946
299,56156.16980091111,708.735339438857
300,55877.21055281973,766.0351403974325
301,55875.34181085268,722.3280498100104
302,80349.83802705185,660.0047629501782
303,135318.11409073553,885.5092240901125
304,142374.4429000686,1498.8248338188318
305,173549.92682765325,1402.9714465220507
306,229849.66984819644,2065.826671501607
307,247812.06988230732,1980.1695686683233
308,288786.90815813484,2934.105107029507
309,390891.4518340591,4213.334410868475
310,422958.18327742815,6103.7748385322075
311,419860.1308436973,6974.802852238785
312,408190.36876518995,6280.981535384411
313,416633.764197827,5735.1415997826125
314,412607.1605291294,4669.383765373638
315,403402.75965359743,5443.6678251548165
316,397461.7673758513,7059.862455474386
317,398614.29567316093,7794.905698930235
318,383501.6049582631,5984.654215154222
319,385383.28704938473,8989.067030523856
320,361463.8380884696,9060.466532253806
321,359329.8584473789,10948.363353219227
322,341169.8937875358,8098.1946740217945
323,312113.71915140195,8972.739358156528
324,277469.23490468116,10351.717803498264
325,278507.8484235254,11435.771166728673
326,275080.92425878847,12976.937758676073
327,258478.78610843242,12748.59831699885
328,219299.0766667059,16958.788656950186
329,227490.98178684912,17134.70596582301
330,212706.20579735297,19956.71124915399
331,211180.01249761175,25932.52936123984
332,192565.25519058143,23840.62166963849
333,222320.8203682729,24077.684700499565
334,218308.58437891197,17242.692935682255
335,230860.8353604008,20672.82484538767
336,197590.19250030458,19349.38774624863
337,186804.3203131356,20652.44890997588
338,188469.1757625908,24872.307528133322
339,203973.71433587634,17358.76638809749
340,221504.95259159483,18116.290544785465
341,200703.88062749314,9787.796208096861
342,185193.37096534204,11757.251123783644
343,183007.94994957937,11344.23483896277
344,175116.23827563348,11490.722700920958
345,178579.0852018041,15242.952408782261
346,174931.33784729562,15125.409684023385
347,149144.0417111882,22601.153346742718
348,156749.535824188,27110.042006221796
349,146859.59586364328,35388.32522104552
350,138088.59473159458,39586.94059579917
351,163825.21961978156,31745.089496639175
352,152536.36563653004,22046.150554096188
353,174169.98479553396,14324.649372548149
354,177401.39478628177,20058.405865469642
355,167828.51601373352,18890.94306707562
356,162558.9069204631,20198.81665893247
357,154548.10957261763,21410.84786246728
358,154039.48272781243,25803.558172439272
